firm_id,ticker,company_name,year,industry_key,sector,gics_sub_industry,icb_subsector_name,icb_sector_name,icb_supersector_name,icb_industry_name,bloomberg_ind_group,SROA,SROE,BQS,BQS_OLD,HHI,HHI_GICS_SUB,HHI_ICB_SUBSECTOR,HHI_ICB_SECTOR,HHI_ICB_SUPERSECTOR,HHI_ICB_INDUSTRY,HHI_BLOOMBERG_IND_GROUP,SIZE,GROWTH,LIQUIDITY,CASH_RATIO,CAPEX_INTENSITY,MARKET_CAP_SIZE,ROA,ROE,MARG,FCF_MARGIN,OE,LEV,INTEREST_COVERAGE,CONS,Z_MARG,Z_FCF_MARGIN,Z_LEV,Z_INTEREST_COVERAGE,Z_CONS,Z_OE
AAPL,AAPL,APPLE INC,2024,"Technology Hardware, Storage & Peripherals",Non-Financial/Non-Utilities,"Technology Hardware, Storage & Peripherals",Computer Hardware,Technology Hardware and Equipment,Technology,Technology,Computers,0.27161592743402185,1.6827333333333332,0.16792777214747648,0.21542156534737278,0.452092674117314,0.452092674117314,0.4526612658748693,0.16180841297304782,0.08167373120637945,0.08167373120637945,0.28275220264961476,26.62310839450708,0.020219940775141214,0.8673125765340832,0.08204011178694723,0.02415896275269477,,0.2568250357170256,1.5741,0.46206350600841356,0.27825386474356517,0.27825386474356517,0.6737930845525782,31.328756674294432,36.54728555378095,0.06391246377007401,1.0178012813047659,0.07642819197243335,-0.022047400652108723,-0.29645567565778236,1.0178012813047659
AAPL,AAPL,APPLE INC,2025,"Technology Hardware, Storage & Peripherals",Non-Financial/Non-Utilities,"Technology Hardware, Storage & Peripherals",Computer Hardware,Technology Hardware and Equipment,Technology,Technology,Computers,0.27599228969971784,1.6692666666666665,0.11426564032698301,0.1481979576889878,0.43548404836804105,0.43548404836804105,0.4363439958812096,0.14383230792623225,0.07876534592924755,0.07876534592924755,0.2769813751907253,26.607259309399666,0.0642551178283274,0.8932929222186667,0.10002755810166435,0.030553079216937677,,0.3117962661054835,1.7142,0.4690516459927768,0.23732882225869315,0.23732882225869315,0.6871821423501214,33.82913806254767,38.83339635186542,0.07589684019620761,0.7278503391214715,0.1479451359253307,-0.02146362912103631,-0.3589004844870584,0.7278503391214715
ABBV,ABBV,ABBVIE INC,2019,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.08642212997187404,1.0856,0.19066596658949697,0.2576093613843559,0.21450017757345496,0.21450017757345496,0.16582153061403038,0.14971104842303432,0.06972786911774874,0.06972786911774874,0.23767344913485405,25.213193507422226,0.015662687387414893,3.177350016041065,0.4480053862986029,0.016593518908194552,,0.08844751020591371,1.0856,0.7763782822100643,0.38393554981061745,0.38393554981061745,0.24717499859731806,10.047085201793722,72.22009351125281,1.6087683726617819,1.6905114584427055,-2.1101776776298116,-0.07710761258993885,-0.15866470793725201,1.6905114584427055
ABBV,ABBV,ABBVIE INC,2020,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.07164117875338055,1.0856,0.11156885813415698,0.1548824267621712,0.22460175727598844,0.22460175727598844,0.15458340054826475,0.13957828960328106,0.06621423555289607,0.06621423555289607,0.2287361120014972,25.737660721583815,0.3769013407082306,0.8434109068071596,0.056115299040281605,0.017422059208802725,,0.030657855411284164,1.0856,0.6640686444851978,0.3665618723255611,0.3665618723255611,0.4216185700528011,5.290546047269764,14.59661660444978,1.0841017358051717,1.325508831627414,-1.1487424327378661,-0.061685416377899975,-0.6413384276460347,1.325508831627414
ABBV,ABBV,ABBVIE INC,2021,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.06595825111871458,0.9921333333333333,0.20167997018175451,0.2699653602390879,0.19571409362937692,0.19571409362937692,0.14308178218728668,0.12299202307581379,0.06237635440418897,0.06237635440418897,0.20048451366050565,25.710489198032008,0.22690158064797833,0.7935443541512758,0.06651243098635765,0.014004306279694645,,0.07876938773894587,0.8051999999999999,0.6895563706247665,0.39130202679858356,0.39130202679858356,0.4704120003548785,4.689640940982254,14.76851682817753,1.1618926894201034,1.4655057152217221,-0.9707902173971343,-0.07146159004757902,-0.5767467462883394,1.4655057152217221
ABBV,ABBV,ABBVIE INC,2022,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.06489931616648699,0.8707666666666666,0.4894099623019253,0.6322050063686535,0.20135873384093092,0.20135873384093092,0.14873056115690733,0.12971967938164086,0.06484038241014435,0.06484038241014435,0.2107867071115292,25.656335907425056,0.033044468565937686,0.9636062021802424,0.06628723749144483,0.011971612636510835,,0.08527070534923094,0.7215,0.7000378847280119,0.41768009094980535,0.41768009094980535,0.5374230034941104,8.124215246636771,45.321664891885526,1.2230269931076851,1.9963643452059787,-0.5703335748119683,-0.08177021396498774,-0.12023773802708144,1.9963643452059787
ABBV,ABBV,ABBVIE INC,2023,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.06671319848664026,0.6252666666666666,0.3403612218599425,0.45120106107425323,0.20965512058588384,0.20965512058588384,0.1612970143999065,0.14446176880229664,0.07182169485098928,0.07182169485098928,0.2271633530155266,25.626397579983205,-0.06435387742446688,0.8721228297349436,0.09512215038118639,0.014304650392135203,,0.036099502371743954,0.3490999999999999,0.6241577271622667,0.40616370264000884,0.40616370264000884,0.5524790106227405,5.736061151079137,19.993443347979337,0.871817305809291,1.9597652850915,-0.5164141378301657,-0.10299813499730039,-0.5103642087736124,1.9597652850915
ABBV,ABBV,ABBVIE INC,2024,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.05100711687980677,0.5633333333333334,0.22113560211796218,0.30027821767377694,0.21490295991143327,0.21490295991143327,0.16244258569772552,0.14762519074915834,0.07338728261011974,0.07338728261011974,0.23845812122953675,25.629732497403783,0.03711476858499945,0.6601976825208392,0.0408697775245818,0.017289736216139454,,0.03165114291844541,0.6194,0.69993255426563,0.31654063265523485,0.31654063265523485,0.4967557209550092,3.2539173789173788,18.875392981818166,1.200540386611465,1.2881256968633517,-0.7894679609919547,-0.09543486010529673,-0.4980852517877542,1.2881256968633517
ABBV,ABBV,ABBVIE INC,2025,Biotechnology,Non-Financial/Non-Utilities,Biotechnology,Pharmaceuticals,Pharmaceuticals and Biotechnology,Health Care,Health Care,Pharmaceuticals,0.03309912490065136,0.5293,0.14807185126857564,0.2182344246820546,0.22093852933555128,0.22093852933555128,0.15303671145487202,0.13968097051181963,0.0749177620257389,0.0749177620257389,0.2505125179321092,25.620807084872414,0.08566762523520431,0.6713483794959458,0.03903404001194386,0.019849574885546107,,0.03154672941176471,0.6194,0.7023544758665795,0.29130150425114454,0.29130150425114454,0.48955658405494173,5.210853784998272,18.60578896849461,1.1677207103542318,1.1221748592671514,-0.8195513895807931,-0.13257844238534022,-0.597406481312372,1.1221748592671514
ABNB,ABNB,AIRBNB INC-A,2020,"Hotels, Resorts & Cruise Lines",Non-Financial/Non-Utilities,"Hotels, Resorts & Cruise Lines",Travel and Tourism,Travel and Leisure,Travel and Leisure,Consumer Discretionary,Internet,-0.08741898485090242,,0.09364713741979705,0.1341554067001991,0.16335249342203215,0.16335249342203215,0.2047151887804925,0.07788618296909763,0.07788618296909763,0.09493067829137891,0.2782688499573963,23.073831147143764,-0.2969758632192904,1.7347800362622596,0.49735488575439524,0.0110624033693693,,-0.1785607321619373,,0.7406778037646687,-0.19747297302497574,-0.19747297302497574,0.7804838946274503,-2.92124668002423,80.90347784811767,1.4473396485990844,-1.7096876743201848,0.7165625040850326,-0.06838593970181123,0.08240714843686417,-1.7096876743201848
ABNB,ABNB,AIRBNB INC-A,2021,"Hotels, Resorts & Cruise Lines",Non-Financial/Non-Utilities,"Hotels, Resorts & Cruise Lines",Travel and Tourism,Travel and Leisure,Travel and Leisure,Consumer Discretionary,Internet,-0.09470219755388527,,0.7021392569228568,0.8977799004215506,0.19016188366217143,0.19016188366217143,0.26905992784821625,0.08012835347173697,0.08012835347173697,0.08842514824914338,0.2712607989671339,23.341245440958772,0.7737261777651346,1.947790533102689,0.44258826962357745,0.004172229639519359,,-0.02567843594981033,-0.0917,0.8070761014686249,0.3818424566088118,0.3818424566088118,0.8236066530493142,-8.196682648401827,26.27207249597339,1.722020904102689,1.4118072418452865,0.88076859158801,-0.08042331707191819,-0.42347713584978336,1.4118072418452865
ABNB,ABNB,AIRBNB INC-A,2022,"Hotels, Resorts & Cruise Lines",Non-Financial/Non-Utilities,"Hotels, Resorts & Cruise Lines",Travel and Tourism,Travel and Leisure,Travel and Leisure,Consumer Discretionary,Internet,-0.02873566617151366,,0.8458657632505974,1.0667208220307047,0.14672565483798528,0.14672565483798528,0.1885144096086107,0.07765758628221485,0.07765758628221485,0.07636261113977942,0.27232332229561057,23.498226743331248,0.4017022696929239,1.8627475557783906,0.46003242299538594,0.002976544826765091,34.374541924124856,0.11803216959720664,0.3663,0.8215263645672104,0.40540540540540543,0.40540540540540543,0.8540341688489836,75.08333333333333,22.43367682691607,1.8005177385492384,1.9148557501838386,0.9805886297401659,-0.03755447186983231,-0.42907883035042327,1.9148557501838386
ABNB,ABNB,AIRBNB INC-A,2023,"Hotels, Resorts & Cruise Lines",Non-Financial/Non-Utilities,"Hotels, Resorts & Cruise Lines",Travel and Tourism,Travel and Leisure,Travel and Leisure,Consumer Discretionary,Internet,0.10815601568015658,0.32430000000000003,1.0303512365312328,1.3062645817139529,0.1421255929437042,0.1421255929437042,0.18683156724461472,0.0729080512309165,0.0729080512309165,0.07635018529009142,0.2830506747925836,23.750738996284465,0.18073580188117633,1.6591959798994975,0.33296197626543955,0.004739336492890996,,0.2321143133930734,0.6983,0.8282746733891297,0.3869113643238883,0.3869113643238883,0.8883991281181884,18.289156626506024,92.61485372810765,1.8519387022734262,1.8224308435744239,1.1391190375859706,-0.07330214419964654,0.4115697434219904,1.8224308435744239
ABT,ABT,ABBOTT LABS,2019,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.03193961260410976,0.07176666666666666,0.0970350629975915,0.1401787042886589,0.13823634179940494,0.13823634179940494,0.10958550988756431,0.07589807644916786,0.06972786911774874,0.06972786911774874,0.22564546075325492,24.941110395154123,0.043364510432336974,1.4422351100064439,0.056859192481623876,0.05134152457372116,,0.054310841015216466,0.1197,0.5852871253761284,0.1409854563691073,0.1409854563691073,0.7186648401019341,12.574626865671641,34.43412797879781,0.6929845362596122,0.16476071982238902,0.2683883627406245,-0.07553950216667805,-0.5654188016679903,0.16476071982238902
ABT,ABT,ABBOTT LABS,2020,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.05050735995751076,0.11253333333333333,0.23302058824156924,0.30608311351210793,0.1228458475691179,0.1228458475691179,0.10143108878898792,0.07181866196556574,0.06621423555289607,0.06621423555289607,0.22389549587544888,25.00751424870159,0.08475426278836509,1.7167212564037961,0.0942548381761041,0.06290453074433656,,0.061958979765121026,0.1408,0.5664875228848821,0.16539528432732317,0.16539528432732317,0.7258366874345261,8.300366300366301,66.70240316379181,0.6214264725395441,0.24298683845837826,0.4325180495773039,-0.05922951284058558,-0.07259890652679474,0.24298683845837826
ABT,ABT,ABBOTT LABS,2021,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.07010135959092796,0.15556666666666666,0.3053641494981808,0.3986385117279496,0.12544279100265893,0.12544279100265893,0.10435999983344157,0.07266846887549817,0.06237635440418897,0.06237635440418897,0.1694006732564986,25.043363874998125,0.2446544151641239,1.8495993895459748,0.13031278259481888,0.04376088218224028,,0.09403425799244641,0.2062,0.56965755171213,0.2007661056297156,0.2007661056297156,0.7439890419703176,10.050656660412757,69.82720906559959,0.5904251503281733,0.3839039209664195,0.4633877280356782,-0.06773329942089427,0.15683724758152737,0.3839039209664195
ABT,ABT,ABBOTT LABS,2022,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.08304371792273572,0.17943333333333333,0.5906022368915809,0.7575626285642274,0.12142718885688394,0.12142718885688394,0.1040048359939036,0.07067682905335973,0.06484038241014435,0.06484038241014435,0.15088529614162507,25.033232401083872,0.013418456181079513,1.6285105558783652,0.13275477578656064,0.040707396971571254,,0.09313791601063973,0.1913,0.5614963315236067,0.1787735092662589,0.1787735092662589,0.7589134581799618,14.985663082437275,168.4498101034501,0.5644751292557488,0.4099334957857925,0.5146391041635424,-0.07723932979900595,1.5412027850518262,0.4099334957857925
ABT,ABT,ABBOTT LABS,2023,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.08844676043498945,0.18316666666666667,0.2458069925474719,0.3303862779678377,0.11508043799712898,0.11508043799712898,0.09980424703688585,0.06829143446313975,0.07182169485098928,0.07182169485098928,0.15285882006701382,25.016652496457024,-0.08118571461297047,1.6378874358789104,0.09418963586199361,0.054900396419756164,,0.07816810730188216,0.152,0.5518462429878581,0.12613129222867686,0.12613129222867686,0.7831972027207911,10.169544740973313,77.06150823162864,0.5245946270482459,-0.037815167684919104,0.6206467325880275,-0.09251014913399126,0.2141189199199966,-0.037815167684919104
ABT,ABT,ABBOTT LABS,2024,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.11197381681269257,0.21799999999999997,0.4264875474258355,0.5511158188398096,0.11249649433049227,0.11249649433049227,0.09750708465430956,0.06698782169642031,0.07338728261011974,0.07338728261011974,0.14661596224604884,25.122813085338283,0.04589992271061358,1.6709754891573074,0.09354656447294077,0.052610250297973775,,0.1646154271255558,0.3107,0.5540882032896305,0.15139451728247913,0.15139451728247913,0.8123787063649986,12.209302325581396,134.79015231513924,0.5036411350167508,0.12210856993047436,0.7542554841610534,-0.07202553823006107,0.82445808625096,0.12210856993047436
ABT,ABT,ABBOTT LABS,2025,Health Care Equipment,Non-Financial/Non-Utilities,Health Care Equipment,Medical Equipment,Medical Equipment and Services,Health Care,Health Care,Healthcare-Products,0.10600674591970612,0.19779999999999998,0.3865057877206938,0.5054793557581418,0.10943578674305725,0.10943578674305725,0.09495400808853295,0.06566875890968894,0.0749177620257389,0.0749177620257389,0.14197598044450985,25.185869651822554,0.0566865315852205,1.5758971871968963,0.09827822817801253,0.04897581663959574,,0.07523670333168037,0.1307,0.5641806749684173,0.1668245804006497,0.1668245804006497,0.8369794609804758,16.33468559837728,103.7713802624693,0.521087087724454,0.2127462102809543,0.8812935274756386,-0.0893884844290985,0.40679059755152064,0.2127462102809543
ACN,ACN,ACCENTURE PLC-A,2019,IT Consulting & Other Services,Non-Financial/Non-Utilities,IT Consulting & Other Services,Professional Business Support Services,Industrial Support Services,Industrial Goods and Services,Industrials,Computers,0.15943975354764559,0.4079,0.27564748096044955,0.313915378502005,0.3564758346732934,0.3564758346732934,0.3440649951196562,0.10469596005617257,0.02797942598186034,0.024607635350791194,0.23944878911973655,24.117434575466106,0.05421667760280445,1.3967407576422703,0.20566893857914165,0.013861132009841117,,0.16042736446068262,0.3858,0.30810330048957757,0.1394872656870426,0.1394872656870426,0.9992394061338952,331.90475983103255,91.77811999611282,-0.6353891611366926,0.15535193340303066,1.6838274153098225,0.1225758907942279,0.05187132643185951,0.15535193340303066
ACN,ACN,ACCENTURE PLC-A,2020,IT Consulting & Other Services,Non-Financial/Non-Utilities,IT Consulting & Other Services,Professional Business Support Services,Industrial Support Services,Industrial Goods and Services,Industrials,Computers,0.15474668292570135,0.3771333333333333,0.22693887378426886,0.2612827661750573,0.351507504222344,0.351507504222344,0.3349338263762936,0.09687470635591987,0.027373383989914287,0.024050582342729707,0.26222904886293774,24.336305631940316,0.025732399987939376,1.4017476677362215,0.22695925921460935,0.013516174631019229,,0.1377570873846265,0.3252,0.3152964544281877,0.17181431856975604,0.17181431856975604,0.9059966218243503,190.65265640591454,70.44324741047728,-0.5695814993118415,0.2775290843227839,1.3689507222891102,0.08956330422111511,-0.03176724259982333,0.2775290843227839
ACN,ACN,ACCENTURE PLC-A,2021,IT Consulting & Other Services,Non-Financial/Non-Utilities,IT Consulting & Other Services,Professional Business Support Services,Industrial Support Services,Industrial Goods and Services,Industrials,Computers,0.14499754650545463,0.3448,0.17363073757375372,0.21668349745881219,0.34197840586996736,0.34197840586996736,0.3544801633395844,0.09715579163279801,0.027028100580659957,0.023550076967205465,0.29047424593962995,24.488546985976726,0.14001273579315776,1.2519369474577637,0.18918389155713763,0.011480172050206251,,0.13680818767105485,0.3234,0.32382805293347733,0.16612810195651037,0.16612810195651037,0.9187825006682556,109.48772944261414,49.12484810784822,-0.5812592747336087,0.1872768141587927,1.3797106840492386,0.0014196980335198037,-0.1189942336391738,0.1872768141587927
ACN,ACN,ACCENTURE PLC-A,2022,IT Consulting & Other Services,Non-Financial/Non-Utilities,IT Consulting & Other Services,Professional Business Support Services,Industrial Support Services,Industrial Goods and Services,Industrials,Computers,0.1400241979215762,0.3263333333333333,0.29799792579363255,0.3616019483981447,0.3420942215719327,0.3420942215719327,0.3821387537944146,0.10519254697214131,0.025873754432082362,0.02251154474631169,0.28279928398208104,24.579001836983252,0.21888332088710694,1.2332511161014903,0.16693328599577814,0.011656889382873953,,0.14550731870904732,0.3303999999999999,0.31985975495624147,0.1432458893724022,0.1432458893724022,0.929633570507744,197.95395181741335,91.70302705902093,-0.5841349028438452,0.1740165452819117,1.350912874471108,0.04358183537558393,0.5056132766834042,0.1740165452819117
